Game,School,Year,opp_name,same_conf,outcome,pts,opp_pts,home_game,height_diversity,ethnic_diversity,region_diversity,class_diversity,school_diversity,degree_diversity,experience_with_opponent,experience_in_arena,conference_size,conf_wl,opp_games_played,opponent_win_loss,Coach_Name,Coaching_Years,Coach_Win_Loss_Perc,Coach_NCAA_appear,Team_Comp_Change,Percentage_Dif_Points
11,harvard,2008,Long Island University,0,-11,77,88,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,1,1,11,0.64,29,0.345,Tommy Amaker,1,0.421,0,0.4762,-0.142857143
12,harvard,2008,Vermont,0,-5,68,73,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,1,13,9,0.583,33,0.758,Tommy Amaker,1,0.421,0,0.4762,-0.073529412
13,harvard,2008,Northeastern,0,-3,73,76,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,1,1,12,0.642,32,0.406,Tommy Amaker,1,0.421,0,0.4762,-0.04109589
14,harvard,2008,Sacred Heart,0,-9,66,75,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,1,1,11,0.64,32,0.563,Tommy Amaker,1,0.421,0,0.4762,-0.136363636
15,harvard,2008,UC-Irvine,0,-3,77,80,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,1,13,9,0.583,33,0.455,Tommy Amaker,1,0.421,0,0.4762,-0.038961039
16,harvard,2008,Dartmouth,1,26,82,56,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,13,8,0.6,27,0.333,Tommy Amaker,1,0.421,0,0.4762,0.317073171
17,harvard,2008,Colgate,0,20,77,57,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,1,13,8,0.6,29,0.345,Tommy Amaker,1,0.421,0,0.4762,0.25974026
18,harvard,2008,Dartmouth,1,-17,56,73,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,1,8,0.6,27,0.333,Tommy Amaker,1,0.421,0,0.4762,-0.303571429
19,harvard,2008,Pennsylvania,1,-4,69,73,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,1,8,0.6,31,0.71,Tommy Amaker,1,0.421,0,0.4762,-0.057971014
20,harvard,2008,Princeton,1,-14,54,68,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,1,8,0.6,28,0.393,Tommy Amaker,1,0.421,0,0.4762,-0.259259259
21,harvard,2008,Yale,1,-13,70,83,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,1,8,0.6,27,0.519,Tommy Amaker,1,0.421,0,0.4762,-0.185714286
22,harvard,2008,Brown,1,-20,51,71,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,1,8,0.6,29,0.379,Tommy Amaker,1,0.421,0,0.4762,-0.392156863
23,harvard,2008,Cornell,1,-1,71,72,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,13,8,0.6,28,0.571,Tommy Amaker,1,0.421,0,0.4762,-0.014084507
24,harvard,2008,Columbia,1,-9,64,73,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,13,8,0.6,28,0.571,Tommy Amaker,1,0.421,0,0.4762,-0.140625
25,harvard,2008,Princeton,1,7,74,67,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,13,8,0.6,28,0.393,Tommy Amaker,1,0.421,0,0.4762,0.094594595
26,harvard,2008,Pennsylvania,1,10,89,79,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,13,8,0.6,31,0.71,Tommy Amaker,1,0.421,0,0.4762,0.112359551
27,harvard,2008,Columbia,1,-7,54,61,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,1,8,0.6,28,0.571,Tommy Amaker,1,0.421,0,0.4762,-0.12962963
28,harvard,2008,Cornell,1,-33,53,86,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,1,8,0.6,28,0.571,Tommy Amaker,1,0.421,0,0.4762,-0.622641509
29,harvard,2008,Brown,1,-16,62,78,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,13,8,0.6,29,0.379,Tommy Amaker,1,0.421,0,0.4762,-0.258064516
30,harvard,2008,Yale,1,-16,65,81,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,13,8,0.6,27,0.519,Tommy Amaker,1,0.421,0,0.4762,-0.246153846
1,harvard,2009,New Hampshire,0,11,80,69,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,9,0.583,29,0.31,Tommy Amaker,2,0.267,1,0.2727,0.1375
2,harvard,2009,Colorado,0,-13,57,70,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,12,0.642,32,0.375,Tommy Amaker,2,0.267,1,0.2727,-0.228070175
3,harvard,2009,Holy Cross,0,10,69,59,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,13,8,0.6,29,0.517,Tommy Amaker,2,0.267,1,0.2727,0.144927536
4,harvard,2009,Army,0,12,66,54,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,13,8,0.6,30,0.467,Tommy Amaker,2,0.267,1,0.2727,0.181818182
5,harvard,2009,Boston University,0,-16,59,75,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,13,9,0.583,31,0.452,Tommy Amaker,2,0.267,1,0.2727,-0.271186441
6,harvard,2009,Colgate,0,3,67,64,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,8,0.6,32,0.563,Tommy Amaker,2,0.267,1,0.2727,0.044776119
7,harvard,2009,Northeastern,0,-5,71,76,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,13,12,0.642,31,0.452,Tommy Amaker,2,0.267,1,0.2727,-0.070422535
8,harvard,2009,George Washington,0,-15,63,78,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,14,0.631,26,0.346,Tommy Amaker,2,0.267,1,0.2727,-0.238095238
9,harvard,2009,Rice,0,-4,63,67,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,12,0.642,30,0.1,Tommy Amaker,2,0.267,1,0.2727,-0.063492063
10,harvard,2009,Maine,0,13,76,63,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,9,0.583,30,0.233,Tommy Amaker,2,0.267,1,0.2727,0.171052632
11,harvard,2009,Daniel Webster,0,43,94,51,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,13,0,0,0,0,Tommy Amaker,2,0.267,1,0.2727,0.457446809
12,harvard,2009,William &amp; Mary,0,-13,54,67,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,12,0.642,0,0,Tommy Amaker,2,0.267,1,0.2727,-0.240740741
13,harvard,2009,Santa Clara,0,5,73,68,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,13,8,0.6,31,0.484,Tommy Amaker,2,0.267,1,0.2727,0.068493151
14,harvard,2009,Boston College,0,12,82,70,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,12,0.642,31,0.452,Tommy Amaker,2,0.267,1,0.2727,0.146341463
15,harvard,2009,Dartmouth,1,1,63,62,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,1,8,0.6,28,0.357,Tommy Amaker,2,0.267,1,0.2727,0.015873016
16,harvard,2009,Dartmouth,1,-9,66,75,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,13,8,0.6,28,0.357,Tommy Amaker,2,0.267,1,0.2727,-0.136363636
17,harvard,2009,Pennsylvania,1,-6,60,66,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,13,8,0.6,31,0.419,Tommy Amaker,2,0.267,1,0.2727,-0.1
18,harvard,2009,Princeton,1,-6,71,77,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,13,8,0.6,29,0.207,Tommy Amaker,2,0.267,1,0.2727,-0.084507042
19,harvard,2009,Yale,1,-21,66,87,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,13,8,0.6,28,0.464,Tommy Amaker,2,0.267,1,0.2727,-0.318181818
20,harvard,2009,Brown,1,1,64,63,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,13,8,0.6,29,0.655,Tommy Amaker,2,0.267,1,0.2727,0.015625
21,harvard,2009,Cornell,1,-21,75,96,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,1,8,0.6,28,0.786,Tommy Amaker,2,0.267,1,0.2727,-0.28
22,harvard,2009,Columbia,1,-1,59,60,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,1,8,0.6,29,0.483,Tommy Amaker,2,0.267,1,0.2727,-0.016949153
23,harvard,2009,Princeton,1,-3,55,58,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,1,8,0.6,29,0.207,Tommy Amaker,2,0.267,1,0.2727,-0.054545455
24,harvard,2009,Pennsylvania,1,6,66,60,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,1,8,0.6,31,0.419,Tommy Amaker,2,0.267,1,0.2727,0.090909091
25,harvard,2009,Columbia,1,9,72,63,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,13,8,0.6,29,0.483,Tommy Amaker,2,0.267,1,0.2727,0.125
26,harvard,2009,Cornell,1,1,71,70,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,13,8,0.6,28,0.786,Tommy Amaker,2,0.267,1,0.2727,0.014084507
27,harvard,2009,Brown,1,-2,59,61,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,1,8,0.6,29,0.655,Tommy Amaker,2,0.267,1,0.2727,-0.033898305
28,harvard,2009,Yale,1,10,69,59,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,1,8,0.6,28,0.464,Tommy Amaker,2,0.267,1,0.2727,0.144927536
1,harvard,2010,Holy Cross,0,10,87,77,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,8,0.6,32,0.563,Tommy Amaker,3,0.379,1,0.2727,0.114942529
2,harvard,2010,William &amp; Mary,0,2,87,85,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,13,12,0.642,0,0,Tommy Amaker,3,0.379,1,0.2727,0.022988506
3,harvard,2010,Bryant,0,26,77,51,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,13,11,0.64,0,0,Tommy Amaker,3,0.379,1,0.2727,0.337662338
4,harvard,2010,Army,0,-3,53,56,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,8,0.6,30,0.367,Tommy Amaker,3,0.379,1,0.2727,-0.056603774
5,harvard,2010,New Hampshire,0,18,78,60,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,13,9,0.583,30,0.467,Tommy Amaker,3,0.379,1,0.2727,0.230769231
6,harvard,2010,Boston University,0,8,78,70,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,9,0.583,30,0.567,Tommy Amaker,3,0.379,1,0.2727,0.102564103
7,harvard,2010,Rice,0,21,85,64,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,13,12,0.642,32,0.313,Tommy Amaker,3,0.379,1,0.2727,0.247058824
8,harvard,2010,Connecticut,0,-6,73,79,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,16,0.626,36,0.861,Tommy Amaker,3,0.379,1,0.2727,-0.082191781
9,harvard,2010,Boston College,0,7,74,67,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,12,0.642,34,0.647,Tommy Amaker,3,0.379,1,0.2727,0.094594595
10,harvard,2010,Georgetown,0,-16,70,86,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,16,0.626,31,0.516,Tommy Amaker,3,0.379,1,0.2727,-0.228571429
11,harvard,2010,Massachusetts Institute of Technology,0,27,88,61,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,13,0,0,0,0,Tommy Amaker,3,0.379,1,0.2727,0.306818182
12,harvard,2010,George Washington,0,13,66,53,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,13,14,0.631,28,0.357,Tommy Amaker,3,0.379,1,0.2727,0.196969697
13,harvard,2010,Seattle,0,21,92,71,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,2,0.552,0,0,Tommy Amaker,3,0.379,1,0.2727,0.22826087
14,harvard,2010,Santa Clara,0,8,74,66,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,8,0.6,33,0.485,Tommy Amaker,3,0.379,1,0.2727,0.108108108
15,harvard,2010,Dartmouth,1,29,76,47,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,13,8,0.6,28,0.321,Tommy Amaker,3,0.379,1,0.2727,0.381578947
16,harvard,2010,Dartmouth,1,4,62,58,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,1,8,0.6,28,0.321,Tommy Amaker,3,0.379,1,0.2727,0.064516129
17,harvard,2010,Columbia,1,29,74,45,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,1,8,0.6,28,0.429,Tommy Amaker,3,0.379,1,0.2727,0.391891892
18,harvard,2010,Cornell,1,-36,50,86,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,1,8,0.6,31,0.677,Tommy Amaker,3,0.379,1,0.2727,-0.72
19,harvard,2010,Princeton,1,-3,53,56,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,13,8,0.6,27,0.481,Tommy Amaker,3,0.379,1,0.2727,-0.056603774
20,harvard,2010,Pennsylvania,1,14,80,66,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,13,8,0.6,28,0.357,Tommy Amaker,3,0.379,1,0.2727,0.175
21,harvard,2010,Yale,1,3,82,79,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,1,8,0.6,28,0.464,Tommy Amaker,3,0.379,1,0.2727,0.036585366
22,harvard,2010,Brown,1,14,81,67,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,1,8,0.6,28,0.321,Tommy Amaker,3,0.379,1,0.2727,0.172839506
23,harvard,2010,Cornell,1,-9,70,79,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,13,8,0.6,31,0.677,Tommy Amaker,3,0.379,1,0.2727,-0.128571429
24,harvard,2010,Columbia,1,20,77,57,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,13,8,0.6,28,0.429,Tommy Amaker,3,0.379,1,0.2727,0.25974026
25,harvard,2010,Brown,1,20,91,71,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,13,8,0.6,28,0.321,Tommy Amaker,3,0.379,1,0.2727,0.21978022
26,harvard,2010,Yale,1,20,78,58,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,13,8,0.6,28,0.464,Tommy Amaker,3,0.379,1,0.2727,0.256410256
27,harvard,2010,Pennsylvania,1,1,67,66,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,1,8,0.6,28,0.357,Tommy Amaker,3,0.379,1,0.2727,0.014925373
28,harvard,2010,Princeton,1,-3,51,54,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,1,8,0.6,27,0.481,Tommy Amaker,3,0.379,1,0.2727,-0.058823529
29,harvard,2010,Appalachian State,0,-22,71,93,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,12,0.642,31,0.419,Tommy Amaker,3,0.379,1,0.2727,-0.309859155
1,harvard,2011,George Mason,0,-13,53,66,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,12,0.642,32,0.531,Tommy Amaker,4,0.494,1,0.4,-0.245283019
2,harvard,2011,Holy Cross,0,23,72,49,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,14,8,0.6,31,0.29,Tommy Amaker,4,0.494,1,0.4,0.319444444
3,harvard,2011,Mercer,0,6,75,69,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,11,0.64,33,0.485,Tommy Amaker,4,0.494,1,0.4,0.08
4,harvard,2011,Bryant,0,3,69,66,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,12,0.642,0,0,Tommy Amaker,4,0.494,1,0.4,0.043478261
5,harvard,2011,Colorado,0,16,82,66,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,14,12,0.642,31,0.484,Tommy Amaker,4,0.494,1,0.4,0.195121951
6,harvard,2011,Fordham,0,23,80,57,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,14,14,0.631,28,0.071,Tommy Amaker,4,0.494,1,0.4,0.2875
7,harvard,2011,Michigan,0,-3,62,65,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,11,0.64,32,0.469,Tommy Amaker,4,0.494,1,0.4,-0.048387097
8,harvard,2011,Worcester Tech,0,15,69,54,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,14,0,0,0,0,Tommy Amaker,4,0.494,1,0.4,0.217391304
9,harvard,2011,Boston University,0,16,87,71,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,14,9,0.583,35,0.6,Tommy Amaker,4,0.494,1,0.4,0.183908046
10,harvard,2011,Connecticut,0,-29,52,81,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,16,0.626,34,0.529,Tommy Amaker,4,0.494,1,0.4,-0.557692308
11,harvard,2011,Monmouth,0,5,74,69,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,14,12,0.642,31,0.387,Tommy Amaker,4,0.494,1,0.4,0.067567568
12,harvard,2011,Massachusetts Institute of Technology,0,26,84,58,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,14,0,0,0,0,Tommy Amaker,4,0.494,1,0.4,0.30952381
13,harvard,2011,Boston College,0,9,78,69,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,12,0.642,31,0.484,Tommy Amaker,4,0.494,1,0.4,0.115384615
14,harvard,2011,Dartmouth,1,15,68,53,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,1,8,0.6,28,0.179,Tommy Amaker,4,0.494,1,0.4,0.220588235
15,harvard,2011,George Washington,0,5,67,62,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,14,0.631,31,0.516,Tommy Amaker,4,0.494,1,0.4,0.074626866
16,harvard,2011,Dartmouth,1,9,59,50,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,14,8,0.6,28,0.179,Tommy Amaker,4,0.494,1,0.4,0.152542373
17,harvard,2011,Columbia,1,11,77,66,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,14,8,0.6,28,0.393,Tommy Amaker,4,0.494,1,0.4,0.142857143
18,harvard,2011,Cornell,1,21,78,57,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,14,8,0.6,34,0.853,Tommy Amaker,4,0.494,1,0.4,0.269230769
19,harvard,2011,Princeton,1,-4,61,65,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,3,1,8,0.6,31,0.71,Tommy Amaker,4,0.494,1,0.4,-0.06557377
20,harvard,2011,Pennsylvania,1,1,83,82,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,1,8,0.6,28,0.214,Tommy Amaker,4,0.494,1,0.4,0.012048193
21,harvard,2011,Yale,1,3,78,75,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,14,8,0.6,31,0.387,Tommy Amaker,4,0.494,1,0.4,0.038461538
22,harvard,2011,Brown,1,7,85,78,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,14,8,0.6,31,0.355,Tommy Amaker,4,0.494,1,0.4,0.082352941
23,harvard,2011,Cornell,1,13,73,60,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,1,8,0.6,34,0.853,Tommy Amaker,4,0.494,1,0.4,0.178082192
24,harvard,2011,Columbia,1,19,61,42,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,1,8,0.6,28,0.393,Tommy Amaker,4,0.494,1,0.4,0.31147541
25,harvard,2011,Brown,1,6,74,68,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,1,8,0.6,31,0.355,Tommy Amaker,4,0.494,1,0.4,0.081081081
26,harvard,2011,Yale,1,-1,69,70,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,1,8,0.6,31,0.387,Tommy Amaker,4,0.494,1,0.4,-0.014492754
27,harvard,2011,Pennsylvania,1,15,79,64,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,14,8,0.6,28,0.214,Tommy Amaker,4,0.494,1,0.4,0.189873418
28,harvard,2011,Princeton,1,12,79,67,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,3,14,8,0.6,31,0.71,Tommy Amaker,4,0.494,1,0.4,0.151898734
29,harvard,2011,Princeton,1,-1,62,63,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,3,0,8,0.6,31,0.71,Tommy Amaker,4,0.494,1,0.4,-0.016129032
30,harvard,2011,Oklahoma State,0,-17,54,71,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,12,0.642,33,0.667,Tommy Amaker,4,0.494,1,0.4,-0.314814815
1,harvard,2012,Massachusetts Institute of Technology,0,27,76,49,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,12,0,0,0,0,Tommy Amaker,5,0.564,1,0.6,0.355263158
2,harvard,2012,Holy Cross,0,9,73,64,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,8,0.6,29,0.276,Tommy Amaker,5,0.564,1,0.6,0.123287671
3,harvard,2012,Loyola Marymount,0,10,77,67,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,9,0.583,32,0.344,Tommy Amaker,5,0.564,1,0.6,0.12987013
4,harvard,2012,Utah,0,28,75,47,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,0,12,0.642,31,0.419,Tommy Amaker,5,0.564,1,0.6,0.373333333
5,harvard,2012,Florida State,0,5,46,41,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,2,12,0.642,34,0.676,Tommy Amaker,5,0.564,1,0.6,0.108695652
6,harvard,2012,Central Florida,0,10,59,49,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,2,12,0.642,33,0.636,Tommy Amaker,5,0.564,1,0.6,0.169491525
7,harvard,2012,Vermont,0,7,55,48,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,9,0.583,32,0.719,Tommy Amaker,5,0.564,1,0.6,0.127272727
8,harvard,2012,Seattle,0,10,80,70,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,12,3,0.549,31,0.355,Tommy Amaker,5,0.564,1,0.6,0.125
9,harvard,2012,Connecticut,0,-14,53,67,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,16,0.626,41,0.78,Tommy Amaker,5,0.564,1,0.6,-0.264150943
10,harvard,2012,Boston University,0,24,76,52,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,9,0.583,35,0.6,Tommy Amaker,5,0.564,1,0.6,0.315789474
11,harvard,2012,Florida Atlantic,0,12,63,51,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,12,12,0.642,32,0.656,Tommy Amaker,5,0.564,1,0.6,0.19047619
12,harvard,2012,Boston College,0,21,67,46,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,12,0.642,34,0.618,Tommy Amaker,5,0.564,1,0.6,0.313432836
13,harvard,2012,Saint Joseph's,0,5,74,69,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,12,14,0.631,33,0.333,Tommy Amaker,5,0.564,1,0.6,0.067567568
14,harvard,2012,Fordham,0,-6,54,60,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,14,0.631,28,0.25,Tommy Amaker,5,0.564,1,0.6,-0.111111111
15,harvard,2012,Dartmouth,1,16,63,47,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,12,8,0.6,28,0.179,Tommy Amaker,5,0.564,1,0.6,0.253968254
16,harvard,2012,Monmouth,0,9,70,61,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,12,0.642,30,0.3,Tommy Amaker,5,0.564,1,0.6,0.128571429
17,harvard,2012,George Washington,0,21,69,48,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,12,14,0.631,31,0.548,Tommy Amaker,5,0.564,1,0.6,0.304347826
18,harvard,2012,Dartmouth,1,16,54,38,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,1,8,0.6,28,0.179,Tommy Amaker,5,0.564,1,0.6,0.296296296
19,harvard,2012,Yale,1,30,65,35,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,1,8,0.6,28,0.536,Tommy Amaker,5,0.564,1,0.6,0.461538462
20,harvard,2012,Brown,1,9,68,59,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,1,8,0.6,28,0.393,Tommy Amaker,5,0.564,1,0.6,0.132352941
21,harvard,2012,Cornell,1,11,71,60,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,12,8,0.6,28,0.357,Tommy Amaker,5,0.564,1,0.6,0.154929577
22,harvard,2012,Columbia,1,5,57,52,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,12,8,0.6,28,0.536,Tommy Amaker,5,0.564,1,0.6,0.087719298
23,harvard,2012,Pennsylvania,1,6,56,50,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,1,8,0.6,28,0.464,Tommy Amaker,5,0.564,1,0.6,0.107142857
24,harvard,2012,Princeton,1,-8,62,70,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,1,8,0.6,32,0.781,Tommy Amaker,5,0.564,1,0.6,-0.129032258
25,harvard,2012,Brown,1,27,69,42,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,12,8,0.6,28,0.393,Tommy Amaker,5,0.564,1,0.6,0.391304348
26,harvard,2012,Yale,1,15,66,51,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,12,8,0.6,28,0.536,Tommy Amaker,5,0.564,1,0.6,0.227272727
27,harvard,2012,Princeton,1,3,67,64,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,12,8,0.6,32,0.781,Tommy Amaker,5,0.564,1,0.6,0.044776119
28,harvard,2012,Pennsylvania,1,-1,54,55,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,12,8,0.6,28,0.464,Tommy Amaker,5,0.564,1,0.6,-0.018518519
29,harvard,2012,Columbia,1,7,77,70,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,1,8,0.6,28,0.536,Tommy Amaker,5,0.564,1,0.6,0.090909091
30,harvard,2012,Cornell,1,4,67,63,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,1,8,0.6,28,0.357,Tommy Amaker,5,0.564,1,0.6,0.059701493
31,harvard,2012,Vanderbilt,0,-9,70,79,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,12,0.642,34,0.676,Tommy Amaker,5,0.564,1,0.6,-0.128571429
